monster_id,frame,file,width,height,required_width,required_height,canvas_match,rgba,alpha_min,alpha_max,edge_alpha_max,edge_pixels_over16,outside_centered85_pixels_alpha_over16,alpha_sum,alpha_sum_vs_peak,interpretation
m_red_snail,F03,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F03.png,256,256,256,256,True,True,0,253,18,1,198,2052871,0.644,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_red_snail,F04,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F04.png,256,256,256,256,True,True,0,253,0,0,0,1567510,0.4918,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_red_snail,F05,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F05.png,256,256,256,256,True,True,0,254,1,0,0,3187529,1.0,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_red_snail,F06,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F06.png,256,256,256,256,True,True,0,255,1,0,0,881554,0.2766,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_red_snail,F07,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F07.png,256,256,256,256,True,True,0,239,1,0,28,210609,0.0661,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_mano,F00,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F00.png,512,512,512,512,True,True,0,252,1,0,0,1237973,0.0589,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_mano,F01,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F01.png,512,512,512,512,True,True,0,252,1,0,0,3291910,0.1565,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_mano,F02,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F02.png,512,512,512,512,True,True,0,253,1,0,2289,6208917,0.2953,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_mano,F03,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F03.png,512,512,512,512,True,True,0,253,1,0,4379,7172999,0.3411,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_mano,F04,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F04.png,512,512,512,512,True,True,0,253,1,0,758,9160331,0.4356,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_mano,F05,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F05.png,512,512,512,512,True,True,0,253,250,75,2665,12666921,0.6024,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_mano,F06,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F06.png,512,512,512,512,True,True,0,253,250,164,7502,21028178,1.0,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_mano,F07,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F07.png,512,512,512,512,True,True,0,253,240,90,6826,19857335,0.9443,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_mano,F08,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F08.png,512,512,512,512,True,True,0,251,1,0,1563,7148509,0.3399,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_mano,F09,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F09.png,512,512,512,512,True,True,0,251,1,0,561,5253029,0.2498,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_mano,F10,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F10.png,512,512,512,512,True,True,0,250,1,0,2,3541215,0.1684,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_mano,F11,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F11.png,512,512,512,512,True,True,0,250,1,0,0,1979399,0.0941,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_slime,F00,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F00.png,256,256,256,256,True,True,0,255,1,0,0,499364,0.1292,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_slime,F01,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F01.png,256,256,256,256,True,True,0,253,1,0,0,1243225,0.3218,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_slime,F02,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F02.png,256,256,256,256,True,True,0,255,1,0,0,2185043,0.5655,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_slime,F03,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F03.png,256,256,256,256,True,True,0,255,1,0,270,3260642,0.8439,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_slime,F04,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F04.png,256,256,256,256,True,True,0,255,1,0,298,3863935,1.0,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_slime,F05,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F05.png,256,256,256,256,True,True,0,255,1,0,0,2471244,0.6396,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_slime,F06,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F06.png,256,256,256,256,True,True,0,255,1,0,0,1553626,0.4021,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
m_slime,F07,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F07.png,256,256,256,256,True,True,0,255,1,0,0,746488,0.1932,외곽 85%는 중앙 정렬 사각형으로 계산한 보조 측정. 흐림/입자와 핵심 형태를 자동 분류하지 않음. 알파 합은 밝기나 품질 점수 아님.
