area_id,monster_id,role,status,reason,finish,board,baseline_file,detail_frame,companion_file,monster_name,skill_id,skill_name,actual_files
area_05,m_king_clang,ICON,STYLE_OUTLIER,"256px 원본에서 곡선 외곽과 흰 하이라이트가 굵은 계단형 픽셀 군집으로 끊긴다. AREA00 ICON의 연속적인 곡선·색면 경계와 다르며, 같은 Area의 리본/별가시/집게 CAST는 부드러운 회화적 마감이다.","실루엣·대표색을 유지하고 외곽 계단, 하이라이트의 사각 단위, 명암 경계를 AREA00에 맞춰 정돈",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_05_m_king_clang_ICON_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/ICON/002_m_blue_snail_s_mon_blue_snail_ICON.png,AREA_05_IMAGES_OUTPUT/ICON/005_m_king_clang_s_mon_king_clang_ICON.png,AREA_05_IMAGES_OUTPUT/CAST/005_m_king_clang_s_mon_king_clang_CAST_F06.png,킹크랑,s_mon_king_clang,왕게의 집게 파도,AREA_05_IMAGES_OUTPUT/ICON/005_m_king_clang_s_mon_king_clang_ICON.png
area_14,m_cube_slime,ICON,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_cube_slime_ICON_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/ICON/002_m_blue_snail_s_mon_blue_snail_ICON.png,AREA_14_IMAGES_OUTPUT/ICON/001_m_cube_slime_s_mon_cube_slime_ICON.png,AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F03.png,큐브슬라임,s_mon_cube_slime,연금 큐브막,AREA_14_IMAGES_OUTPUT/ICON/001_m_cube_slime_s_mon_cube_slime_ICON.png
area_14,m_cube_slime,REFERENCE_VFX,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_cube_slime_REFERENCE_VFX_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F04.png,AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F03.png,AREA_14_IMAGES_OUTPUT/ICON/001_m_cube_slime_s_mon_cube_slime_ICON.png,큐브슬라임,s_mon_cube_slime,연금 큐브막,AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F00.png|AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F01.png|AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F02.png|AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F03.png|AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F04.png|AREA_14_IMAGES_OUTPUT/REFERENCE/001_m_cube_slime_s_mon_cube_slime_REFERENCE_F05.png
area_14,m_mithril_mutae,ICON,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_mithril_mutae_ICON_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/ICON/002_m_blue_snail_s_mon_blue_snail_ICON.png,AREA_14_IMAGES_OUTPUT/ICON/002_m_mithril_mutae_s_mon_mithril_mutae_ICON.png,AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F03.png,미스릴 뮤테,s_mon_mithril_mutae,미스릴 외피,AREA_14_IMAGES_OUTPUT/ICON/002_m_mithril_mutae_s_mon_mithril_mutae_ICON.png
area_14,m_mithril_mutae,REFERENCE_VFX,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_mithril_mutae_REFERENCE_VFX_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F04.png,AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F03.png,AREA_14_IMAGES_OUTPUT/ICON/002_m_mithril_mutae_s_mon_mithril_mutae_ICON.png,미스릴 뮤테,s_mon_mithril_mutae,미스릴 외피,AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F00.png|AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F01.png|AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F02.png|AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F03.png|AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F04.png|AREA_14_IMAGES_OUTPUT/REFERENCE/002_m_mithril_mutae_s_mon_mithril_mutae_REFERENCE_F05.png
area_14,m_homun,ICON,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_homun_ICON_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/ICON/002_m_blue_snail_s_mon_blue_snail_ICON.png,AREA_14_IMAGES_OUTPUT/ICON/003_m_homun_s_mon_homun_ICON.png,AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F04.png,호문,s_mon_homun,플라스크 독무,AREA_14_IMAGES_OUTPUT/ICON/003_m_homun_s_mon_homun_ICON.png
area_14,m_homun,CAST_VFX,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_homun_CAST_VFX_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F04.png,AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F04.png,AREA_14_IMAGES_OUTPUT/ICON/003_m_homun_s_mon_homun_ICON.png,호문,s_mon_homun,플라스크 독무,AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F00.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F01.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F02.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F03.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F04.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F05.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F06.png|AREA_14_IMAGES_OUTPUT/CAST/003_m_homun_s_mon_homun_CAST_F07.png
area_14,m_roid,ICON,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_roid_ICON_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/ICON/002_m_blue_snail_s_mon_blue_snail_ICON.png,AREA_14_IMAGES_OUTPUT/ICON/004_m_roid_s_mon_roid_ICON.png,AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F04.png,로이드,s_mon_roid,알카드노 에너지탄,AREA_14_IMAGES_OUTPUT/ICON/004_m_roid_s_mon_roid_ICON.png
area_14,m_roid,CAST_VFX,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_roid_CAST_VFX_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F04.png,AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F04.png,AREA_14_IMAGES_OUTPUT/ICON/004_m_roid_s_mon_roid_ICON.png,로이드,s_mon_roid,알카드노 에너지탄,AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F00.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F01.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F02.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F03.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F04.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F05.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F06.png|AREA_14_IMAGES_OUTPUT/CAST/004_m_roid_s_mon_roid_CAST_F07.png
area_14,m_roid,PROJECTILE,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_roid_PROJECTILE_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F04.png,AREA_14_IMAGES_OUTPUT/PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F02.png,AREA_14_IMAGES_OUTPUT/ICON/004_m_roid_s_mon_roid_ICON.png,로이드,s_mon_roid,알카드노 에너지탄,AREA_14_IMAGES_OUTPUT/PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F00.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F01.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F02.png|AREA_14_IMAGES_OUTPUT/PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F03.png
area_14,m_chimera,ICON,STYLE_OUTLIER,외곽·광륜·명암 경계가 반복되는 픽셀 계단과 덩어리 색면으로 구성된다. AREA00의 연속 곡선/얇은 광선/부분적인 부드러운 반투명 마감과 차이가 있다. 같은 Area 내부에는 이어지지만 액체·금속·빛 등 여러 소재에 공통인 제작 마감 차이다.,"소재·형상·팔레트·역할·프레임 수를 보존하고 외곽 및 명암 연결, 광선 끝, 입자 가장자리의 마감만 통일 후보",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_14_m_chimera_ICON_COMPARE.png,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/ICON/002_m_blue_snail_s_mon_blue_snail_ICON.png,AREA_14_IMAGES_OUTPUT/ICON/005_m_chimera_s_mon_chimera_ICON.png,AREA_14_IMAGES_OUTPUT/CAST/005_m_chimera_s_mon_chimera_CAST_F06.png,키메라,s_mon_chimera,융합체의 산성 포격,AREA_14_IMAGES_OUTPUT/ICON/005_m_chimera_s_mon_chimera_ICON.png
