area_id,monster_id,monster_name,skill_id,skill_name,role,style_judgment,actual_output_files,finish_observation,keep_material_motion,finish_change_candidate,detail_board,action,implemented,scope_guard
area_05,m_starfish,불가사리,s_mon_starfish,별가시 회전,ICON,STYLE_OUTLIER,AREA_05_IMAGES_OUTPUT/ICON/003_m_starfish_s_mon_starfish_ICON.png,"256px 원본에서 곡선 외곽과 흰 하이라이트가 굵은 계단형 픽셀 군집으로 끊긴다. AREA00 ICON의 연속적인 곡선·색면 경계와 다르며, 같은 Area의 리본/별가시/집게 CAST는 부드러운 회화적 마감이다.",별 모양 가시가 회전하며 남기는 다섯 갈래 수중 잔상. ‘불가사리 / 별가시 회전’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | none,"실루엣·대표색을 유지하고 외곽 계단, 하이라이트의 사각 단위, 명암 경계를 AREA00에 맞춰 정돈",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_05_m_starfish_ICON_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_05,m_jellyfish,쿨 젤리피쉬,s_mon_jellyfish,차가운 젤리,ICON,STYLE_OUTLIER,AREA_05_IMAGES_OUTPUT/ICON/004_m_jellyfish_s_mon_jellyfish_ICON.png,"256px 원본에서 곡선 외곽과 흰 하이라이트가 굵은 계단형 픽셀 군집으로 끊긴다. AREA00 ICON의 연속적인 곡선·색면 경계와 다르며, 같은 Area의 리본/별가시/집게 CAST는 부드러운 회화적 마감이다.",차가운 젤리 방울이 늘어졌다 튀며 남기는 서리 테두리. ‘쿨 젤리피쉬 / 차가운 젤리’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | none,"실루엣·대표색을 유지하고 외곽 계단, 하이라이트의 사각 단위, 명암 경계를 AREA00에 맞춰 정돈",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_05_m_jellyfish_ICON_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_05,m_jellyfish,쿨 젤리피쉬,s_mon_jellyfish,차가운 젤리,REFERENCE_VFX,STYLE_OUTLIER,AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F00.png|AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F01.png|AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F02.png|AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F03.png|AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F04.png|AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F05.png,"F00–F05 젤리의 곡선, 하이라이트, 십자 입자가 사각 픽셀 군집이다. AREA00 슬라임의 유체 윤곽·곡면 하이라이트와 차이가 있어 서리라는 소재 차이만으로 설명하기 어렵다.",차가운 젤리 방울이 늘어졌다 튀며 남기는 서리 테두리. ‘쿨 젤리피쉬 / 차가운 젤리’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | preview only; no engine motion/FlipX contract,젤리·서리 튐과 호흡을 유지; 액체 윤곽·반사광·입자 마감 정돈,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_05_m_jellyfish_REFERENCE_VFX_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_05,m_king_clang,킹크랑,s_mon_king_clang,왕게의 집게 파도,ICON,STYLE_OUTLIER,AREA_05_IMAGES_OUTPUT/ICON/005_m_king_clang_s_mon_king_clang_ICON.png,"256px 원본에서 곡선 외곽과 흰 하이라이트가 굵은 계단형 픽셀 군집으로 끊긴다. AREA00 ICON의 연속적인 곡선·색면 경계와 다르며, 같은 Area의 리본/별가시/집게 CAST는 부드러운 회화적 마감이다.",왕게 집게 두 개가 닫히며 밀어내는 넓은 파도턱. ‘킹크랑 / 왕게의 집게 파도’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | none,"실루엣·대표색을 유지하고 외곽 계단, 하이라이트의 사각 단위, 명암 경계를 AREA00에 맞춰 정돈",D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_05_m_king_clang_ICON_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_08,m_star_pixie,스타픽시,s_mon_star_pixie,별빛 탄환,PROJECTILE,NEEDS_USER_REVIEW,AREA_08_IMAGES_OUTPUT/PROJECTILE/001_m_star_pixie_s_mon_star_pixie_PROJECTILE_F00.png|AREA_08_IMAGES_OUTPUT/PROJECTILE/001_m_star_pixie_s_mon_star_pixie_PROJECTILE_F01.png|AREA_08_IMAGES_OUTPUT/PROJECTILE/001_m_star_pixie_s_mon_star_pixie_PROJECTILE_F02.png|AREA_08_IMAGES_OUTPUT/PROJECTILE/001_m_star_pixie_s_mon_star_pixie_PROJECTILE_F03.png,F00–F03 둥근 별의 평평한 황색 내부와 두꺼운 테두리가 CAST/ICON의 입체 별핵보다 배지처럼 읽힌다. 발광 핵의 단순화로 볼 여지가 있어 이탈 확정은 보류한다.,작은 별핵이 꼬리별 잔상을 달고 직선으로 날아가는 탄. ‘스타픽시 / 별빛 탄환’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | art direction-neutral/local form only; engine translates caster+h to target+h and applies ZRotation; no PROJECTILE FlipX or travel-direction alignment,별핵/짧은 꼬리와 방향 중립 유지. 테두리 및 내부 입체감의 허용 범위 사용자 판단,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_08_m_star_pixie_PROJECTILE_COMPARE.png,사용자 판단,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_08,m_luster_pixie,러스터픽시,s_mon_luster_pixie,태양빛 잔상,REFERENCE_VFX,NEEDS_USER_REVIEW,AREA_08_IMAGES_OUTPUT/REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F00.png|AREA_08_IMAGES_OUTPUT/REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F01.png|AREA_08_IMAGES_OUTPUT/REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F02.png|AREA_08_IMAGES_OUTPUT/REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F03.png|AREA_08_IMAGES_OUTPUT/REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F04.png|AREA_08_IMAGES_OUTPUT/REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F05.png,F00–F05 평평한 원판·삼각 광선과 날개 면이 ICON의 입체 태양핵/깃털보다 기호에 가깝다. 정지 모티브의 짧은 호흡이라는 역할상 단순화는 허용되므로 예외 여부 판단이 필요하다.,작은 태양핵이 날개처럼 갈라지는 황금 잔상. ‘러스터픽시 / 태양빛 잔상’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | preview only; no engine motion/FlipX contract,태양핵·날개형 잔상과 비전투 호흡 유지; 원판/날개 명암의 단순화 허용 여부 판단,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_08_m_luster_pixie_REFERENCE_VFX_COMPARE.png,사용자 판단,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_11,m_ratz,라츠,s_mon_ratz,태엽쥐의 민첩,REFERENCE_VFX,STYLE_OUTLIER,AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F00.png|AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F01.png|AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F02.png|AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F03.png|AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F04.png|AREA_11_IMAGES_OUTPUT/REFERENCE/001_m_ratz_s_mon_ratz_REFERENCE_F05.png,F00–F05 톱니에 굵은 계단형 검은 윤곽과 단순한 고리 음영이 반복된다. 같은 스킬 ICON의 부드러운 금속 반사 및 AREA12 타이머의 세밀한 금속 모서리와 다르다.,작은 태엽 톱니가 빠르게 맞물리는 민첩 잔상. ‘라츠 / 태엽쥐의 민첩’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | preview only; no engine motion/FlipX contract,톱니 맞물림/민첩 잔상은 유지; 금속 경사면·윤곽·반사광 정돈,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_11_m_ratz_REFERENCE_VFX_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_11,m_bloctopus,블록퍼스,s_mon_bloctopus,블록 위장,REFERENCE_VFX,STYLE_OUTLIER,AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F00.png|AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F01.png|AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F02.png|AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F03.png|AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F04.png|AREA_11_IMAGES_OUTPUT/REFERENCE/003_m_bloctopus_s_mon_bloctopus_REFERENCE_F05.png,F00–F05 블록의 윤곽과 명암이 굵은 픽셀 띠로 끊긴다. 사각 형상 자체가 문제가 아니라 같은 ICON의 매끄러운 반투명 면과 외곽 마감이 다른 점이다.,사각 블록 표면이 주변 색으로 바뀌며 흐려지는 위장막. ‘블록퍼스 / 블록 위장’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | preview only; no engine motion/FlipX contract,사각 블록·위장막·흐림 격자 유지; 면 그라데이션과 투명 가장자리 마감 정돈,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_11_m_bloctopus_REFERENCE_VFX_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_11,m_king_bloctopus,킹 블록퍼스,s_mon_king_bloctopus,왕관 블록탄,PROJECTILE,STYLE_OUTLIER,AREA_11_IMAGES_OUTPUT/PROJECTILE/004_m_king_bloctopus_s_mon_king_bloctopus_PROJECTILE_F00.png|AREA_11_IMAGES_OUTPUT/PROJECTILE/004_m_king_bloctopus_s_mon_king_bloctopus_PROJECTILE_F01.png|AREA_11_IMAGES_OUTPUT/PROJECTILE/004_m_king_bloctopus_s_mon_king_bloctopus_PROJECTILE_F02.png|AREA_11_IMAGES_OUTPUT/PROJECTILE/004_m_king_bloctopus_s_mon_king_bloctopus_PROJECTILE_F03.png,F00–F03 왕관과 분홍 코어/포구의 두꺼운 계단 윤곽·픽셀 명암이 CAST의 부드러운 블록 면과 다르다. 축소 본체처럼 읽히는 조합은 별도의 기존 SPEC_MISMATCH다.,왕관 블록이 회전하며 각진 에너지 조각을 발사하는 탄. ‘킹 블록퍼스 / 왕관 블록탄’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | art direction-neutral/local form only; engine translates caster+h to target+h and applies ZRotation; no PROJECTILE FlipX or travel-direction alignment,왕관 블록 핵·각진 조각 유지. 기존 명세 위반 해결 후보와 함께 CAST/ICON의 면·외곽 마감에 맞춤; 투명도 보류 별도,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_11_m_king_bloctopus_PROJECTILE_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_12,m_brown_teddy,브라운테니,s_mon_brown_teddy,솜인형 완충,REFERENCE_VFX,STYLE_OUTLIER,AREA_12_IMAGES_OUTPUT/monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F00.png|AREA_12_IMAGES_OUTPUT/monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F01.png|AREA_12_IMAGES_OUTPUT/monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F02.png|AREA_12_IMAGES_OUTPUT/monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F03.png|AREA_12_IMAGES_OUTPUT/monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F04.png|AREA_12_IMAGES_OUTPUT/monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F05.png,F00–F05 쿠션 외곽과 솜 덩어리에 계단형 윤곽 및 굵은 픽셀 명암 띠가 보인다. ICON의 미세한 섬유/부드러운 솜 층과 차이가 있다.,갈색 솜뭉치가 눌렸다 부푸는 쿠션형 완충막. ‘브라운테니 / 솜인형 완충’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | preview only; no engine motion/FlipX contract,쿠션·솜·비전투 호흡을 유지하고 솜/패딩 경계와 명암 마감 정돈,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_12_m_brown_teddy_REFERENCE_VFX_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
area_12,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,ICON,STYLE_OUTLIER,AREA_12_IMAGES_OUTPUT/monsters/002_m_toy_trojan_장난감_목마/ICON/002_m_toy_trojan_s_mon_toy_trojan_ICON.png,목마 머리의 외곽·갈기·명암 띠가 굵은 픽셀 계단으로 읽혀 CAST의 매끈한 목재/태엽 및 AREA00 ICON의 곡선 처리와 다르다. 눈 있는 머리는 ICON에서 허용되므로 본체 금지 위반으로 판단하지 않는다.,목마 바퀴와 태엽이 전방으로 겹치는 장난감 돌진선. ‘장난감 목마 / 태엽 목마 돌진’ 전용 소재이며 몬스터 본체는 VFX에 직접 넣지 않음 | none,허용된 목마 머리·태엽 모티브 유지; ICON 외곽·목재 명암 마감만 후보. CAST 유지,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\STYLE_OUTLIERS\area_12_m_toy_trojan_ICON_COMPARE.png,원화 수정 후보,NO,목록 역할에 한정. CAST/ICON 본체 금지 철회 판정은 번복하지 않음; 스타일 판단과 별도
