area_id,monster_id,skill_id,visual_status,observation,action,review_basis
area_17,m_chief_memory_guardian,s_mon_chief_memory_guardian,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_17_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_17,m_dodo,s_mon_dodo,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_17_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_17,m_memory_guardian,s_mon_memory_guardian,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_17_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_17,m_memory_monk,s_mon_memory_monk,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_17_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_17,m_memory_monk_trainee,s_mon_memory_monk_trainee,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_17_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_18,m_chief_gray,s_mon_chief_gray,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_18_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_18,m_mateon,s_mon_mateon,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_18_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_18,m_mecateon,s_mon_mecateon,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_18_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_18,m_plateon,s_mon_plateon,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_18_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_18,m_zeno,s_mon_zeno,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_18_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_19,m_advanced_knight_a,s_mon_advanced_knight_a,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_19_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_19,m_advanced_knight_b,s_mon_advanced_knight_b,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_19_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_19,m_cygnus,s_mon_cygnus,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_19_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_19,m_official_knight_c,s_mon_official_knight_c,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_19_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_19,m_official_knight_d,s_mon_official_knight_d,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_19_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_20,m_ancient_dark_golem,s_mon_ancient_dark_golem,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_20_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_20,m_mutant_dark_stump,s_mon_mutant_dark_stump,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_20_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_20,m_mutant_iron_hog,s_mon_mutant_iron_hog,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_20_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_20,m_mutant_stone_mask,s_mon_mutant_stone_mask,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_20_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
area_20,m_mutant_stumpy,s_mon_mutant_stumpy,NO_OBVIOUS_ISSUE,"No obvious subject mixing, role reversal, or clipping in the reviewed actual ICON/VFX frames.",,visual_review/AREA_20_CONTACT.png: INPUT monster/spec plus actual OUTPUT frame samples
