area_id,area_name,monster_id,monster_name,skill_id,skill_name,skill_type,story_skill_status,project_evidence,external_fact,inference,unknown,visual_evidence_reuse,user_approved
area_02,페리온,m_skeleton_commander,스켈레톤 지휘관,s_mon_skeleton_commander,뼈 무덤,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_02,페리온,m_fire_boar,파이어보어,s_mon_fire_boar,화염 돌풍,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_02,페리온,m_stumpy,스텀피,s_mon_stumpy,고목의 생기탄,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_03,엘리니아,m_slime,슬라임,s_mon_slime,끈적한 몸통,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_03,엘리니아,m_dark_stump,다크 스텀프,s_mon_dark_stump,단단한 밑동,버프,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_03,엘리니아,m_bubbling,버블링,s_mon_bubbling,물방울 마력,패시브,REGION_MISMATCH,"프로젝트: area_03 엘리니아, 패시브 ‘물방울 마력’. 아트는 기포·거품 고리.",외부 확인: 버블링은 커닝시티 지하철 계열 몬스터로 기록됨.,스킬명·효과·아트는 버블링과 자연스럽지만 엘리니아 서사 연결은 약하다. 원화 재생성 사유는 아니다.,엘리니아로 옮긴 별도 프로젝트 서사는 확인되지 않음.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_03,엘리니아,m_fairy,페어리,s_mon_fairy,요정의 마법가루,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_03,엘리니아,m_faust,파우스트,s_mon_faust,저주의 인형,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_04,커닝시티,m_octopus,옥토퍼스,s_mon_octopus,먹물 폭발,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_04,커닝시티,m_stirge,스티지,s_mon_stirge,밤의 감각,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_04,커닝시티,m_jr_wraith,주니어 레이스,s_mon_jr_wraith,망령 충격,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_04,커닝시티,m_wraith,레이스,s_mon_wraith,원혼의 기운,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_04,커닝시티,m_shade,셰이드,s_mon_shade,심연의 장막,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_05,노틸러스,m_ribbon_pig,리본 돼지,s_mon_ribbon_pig,리본 돌진,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_05,노틸러스,m_blue_pig,파란 리본돼지,s_mon_blue_pig,푸른 리본 매듭,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_05,노틸러스,m_starfish,불가사리,s_mon_starfish,별가시 회전,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_05,노틸러스,m_jellyfish,쿨 젤리피쉬,s_mon_jellyfish,차가운 젤리,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_05,노틸러스,m_king_clang,킹크랑,s_mon_king_clang,왕게의 집게 파도,액티브,NEEDS_USER_REVIEW,"프로젝트: area_05 노틸러스 보스, 스킬 ‘왕게의 집게 파도’. 아트는 붉은 집게와 파도 충격.",외부 확인: 넥슨 2007 업데이트는 킹크랑을 플로리나 비치 마스터 몬스터로 명시.,"엄밀한 원작 Area 명칭은 다르지만, 인접 해안·과거 연결 동선과 해양 테마는 자연스럽다. 유지 여부는 지역 단위의 엄밀성 기준에 달림.",프로젝트가 노틸러스 권역에 플로리나 비치를 포함한다고 정의했는지 명시 문서 미확인.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_07,슬리피우드,m_zombie_mushroom,좀비버섯,s_mon_zombie_mushroom,죽은 포자의 끈기,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_07,슬리피우드,m_copper_drake,카파 드레이크,s_mon_copper_drake,청동 비늘,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_07,슬리피우드,m_drake,드레이크,s_mon_drake,동굴 용염,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_07,슬리피우드,m_wild_kargo,와일드카고,s_mon_wild_kargo,야수의 그림자 돌진,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_07,슬리피우드,m_jr_balrog,주니어 발록,s_mon_jr_balrog,발록의 화염 파동,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_07,슬리피우드,m_tauromacis,타우로마시스,s_mon_tauromacis,수문장의 낙뢰,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_08,오르비스,m_star_pixie,스타픽시,s_mon_star_pixie,별빛 탄환,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_08,오르비스,m_jr_cellion,주니어 샐리온,s_mon_jr_cellion,붉은 뿔의 기백,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_08,오르비스,m_lunar_pixie,루나픽시,s_mon_lunar_pixie,월광 구슬,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_08,오르비스,m_luster_pixie,러스터픽시,s_mon_luster_pixie,태양빛 잔상,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_08,오르비스,m_eliza,엘리쟈,s_mon_eliza,여신의 정원 폭풍,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_09,엘나스 산맥,m_jr_yeti,주니어 예티,s_mon_jr_yeti,설인의 체온,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_09,엘나스 산맥,m_dark_jr_yeti,다크 주니어 예티,s_mon_dark_jr_yeti,검은 설원의 은폐,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_09,엘나스 산맥,m_hector,헥터,s_mon_hector,설원 늑대 발톱,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_09,엘나스 산맥,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_09,엘나스 산맥,m_snow_witch,설산의 마녀,s_mon_snow_witch,추방자의 눈보라,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_10,아쿠아로드,m_bubble_fish,버블피쉬,s_mon_bubble_fish,기포막,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_10,아쿠아로드,m_mask_fish,마스크피쉬,s_mon_mask_fish,가면 아래의 감각,패시브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_10,아쿠아로드,m_squid,스퀴드,s_mon_squid,심해 먹물 폭발,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_10,아쿠아로드,m_shark,샤크,s_mon_shark,포식자의 수류탄,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
area_10,아쿠아로드,m_pianus,피아누스,s_mon_pianus,심해왕의 광선,액티브,NO_OBVIOUS_ISSUE,승인 INPUT V2.4의 확정 스킬/역할과 기존 전체 프레임·ICON 시각 대조를 재사용.,외부 사실을 추가로 단정하지 않음; 창작 스킬명 자체는 오류로 처리하지 않음.,몬스터·지역 핵심 소재와 스킬명/효과/실제 아트 사이에 명백한 충돌 없음.,동일한 원작 공식 스킬명의 존재 여부는 판정 기준이 아님.,REUSED: previous full-frame+ICON review; repack role PNG SHA-256 unchanged,NO
