area_id,monster_id,skill_id,before,after,evidence,impact
area_02,m_skeleton_commander,s_mon_skeleton_commander,"플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 db2b67de20f5418cb7b5050ce0641df1 animationclip/clip delay=0s duration=0.58s scale=0.55 offset=(0,-0.08)wu drift=(0,0)wu/s; L2 05113e9dc86448cb8581731824106d75 animationclip/clip delay=0.1s duration=0.62s scale=0.75 offset=(-0.25,-0.05)wu drift=(0,0)wu/s; L3 997628810df4448f9e534bc426d6794a animationclip/clip delay=0.18s duration=0.5s scale=0.6 offset=(0.25,0)wu drift=(0,0)wu/s","플레이어는 즉시 시전자 중심 원형 피해 판정 뒤 CAST한다. 몬스터는 축소 반경 판정이 실제 명중한 경우 CAST한다. 지연 레이어는 SpawnLayer 실행 시점의 시전자 좌표를 읽고, 스폰 뒤에는 맵 엔티티로 drift가 적용된다. L1 delay=0s duration=0.58s offset=(0,-0.08)wu drift=(0,0)wu/s; L2 delay=0.1s duration=0.62s offset=(-0.25,-0.05)wu drift=(0,0)wu/s; L3 delay=0.18s duration=0.5s offset=(0.25,0)wu drift=(0,0)wu/s.","PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_02,m_fire_boar,s_mon_fire_boar,"플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 0207c85c05dd4c4eac12f9ee735d0545 animationclip/clip delay=0s duration=0.52s scale=0.45 offset=(-0.15,-0.15)wu drift=(0,0)wu/s; L2 a610b14bbc55477cbc78777a5a2e7ed1 animationclip/clip delay=0.1s duration=0.7s scale=0.95 offset=(0.25,0)wu drift=(0,0)wu/s","플레이어는 즉시 시전자 중심 원형 피해 판정 뒤 CAST한다. 몬스터는 축소 반경 판정이 실제 명중한 경우 CAST한다. 지연 레이어는 SpawnLayer 실행 시점의 시전자 좌표를 읽고, 스폰 뒤에는 맵 엔티티로 drift가 적용된다. L1 delay=0s duration=0.52s offset=(-0.15,-0.15)wu drift=(0,0)wu/s; L2 delay=0.1s duration=0.7s offset=(0.25,0)wu drift=(0,0)wu/s.","PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_02,m_stumpy,s_mon_stumpy,CAST는 시전자 원점+h에서 재생하고 projectile_ruid c6b3f052e977479ea5ad5329ce0981ca는 엔진이 목표까지 0.35초 이동·회전. 피해는 도착 타이머 뒤 착탄점에서 판정. CAST 레이어 없음,"skill.range=5wu는 플레이어 조준 거리이며 몬스터 사용 시 3.335wu로 대상 탐색한다. projectile_ruid c6b3f052e977479ea5ad5329ce0981ca를 시전자+h에서 목표+h로 0.35초 동안 이동·Z회전시킨 뒤, 착탄점 반경 0.8wu에서 최대 제한 없음 피해를 판정한다. CAST 레이어 없음.","PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_03,m_slime,s_mon_slime,AREA 00 승인 AnimationClip/ICON 바이트 재사용. 승인 보고서의 플레이어 좌우·몬스터 시전자 검증을 따르며 신규 생성하지 않음,"플레이어는 즉시 시전자 중심 원형 피해 판정 뒤 CAST한다. 몬스터는 축소 반경 판정이 실제 명중한 경우 CAST한다. 지연 레이어는 SpawnLayer 실행 시점의 시전자 좌표를 읽고, 스폰 뒤에는 맵 엔티티로 drift가 적용된다. L1 delay=0s duration=0.62s offset=(0.18,0)wu drift=(0.35,0)wu/s; L2 delay=0.12s duration=0.52s offset=(0.5,0)wu drift=(0,0)wu/s.","PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_03,m_dark_stump,s_mon_dark_stump,"플레이어/몬스터 모두 자기 자신에게 효과 적용 성공 후 시전자 원점+h에 CAST 재생, FlipX 없음. L1 a77ea54c400e4b56a44ed05091a0ae53 animationclip/clip delay=0s duration=0.75s scale=0.7 offset=(0,0)wu drift=(0,0)wu/s; L2 566b0886b4cf4f3997a29ecd3a1954b5 animationclip/clip delay=0.1s duration=0.75s scale=0.55 offset=(0,0)wu drift=(0,0)wu/s","플레이어/몬스터 모두 자기 효과 적용 성공 후 시전자 위치에서 방향 반전 없이 CAST한다. L1 delay=0s duration=0.75s offset=(0,0)wu drift=(0,0)wu/s; L2 delay=0.1s duration=0.75s offset=(0,0)wu drift=(0,0)wu/s.","PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_03,m_bubbling,s_mon_bubbling,런타임 VFX 없음. 보유 효과는 PlayerStats가 적용하며 REFERENCE_VFX는 제작 검수용·자동 반입 금지,CAST 호출 없음. PlayerStats가 보유 수량을 읽어 스탯을 계산한다. REFERENCE_VFX는 제작 검수용이며 runtime_use=false다.,"PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_03,m_fairy,s_mon_fairy,"플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 9defa2b61ad94ae3bc50d707979770e6 animationclip/clip delay=0s duration=0.65s scale=0.42 offset=(-0.14,0.1)wu drift=(-0.12,0)wu/s; L2 9defa2b61ad94ae3bc50d707979770e6 animationclip/clip delay=0.12s duration=0.9s scale=0.7 offset=(0.14,0.15)wu drift=(0.12,0)wu/s","플레이어는 즉시 시전자 중심 원형 피해 판정 뒤 CAST한다. 몬스터는 축소 반경 판정이 실제 명중한 경우 CAST한다. 지연 레이어는 SpawnLayer 실행 시점의 시전자 좌표를 읽고, 스폰 뒤에는 맵 엔티티로 drift가 적용된다. L1 delay=0s duration=0.65s offset=(-0.14,0.1)wu drift=(-0.12,0)wu/s; L2 delay=0.12s duration=0.9s offset=(0.14,0.15)wu drift=(0.12,0)wu/s.","PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_03,m_faust,s_mon_faust,"CAST는 시전자 원점+h에서 재생하고 projectile_ruid 49b21aaa1d574ba787149841a31bf1a5는 엔진이 목표까지 0.35초 이동·회전. 피해는 도착 타이머 뒤 착탄점에서 판정. L1 22444db0645d47f48f300f36b3d90e4b animationclip/clip delay=0s duration=0.9s scale=0.55 offset=(0,0.1)wu drift=(0,0)wu/s; L2 9051254fb84a4a898f3d99a213a896ec animationclip/clip delay=0.18s duration=0.75s scale=0.7 offset=(0,0.05)wu drift=(0,0)wu/s","skill.range=4wu는 플레이어 조준 거리이며 몬스터 사용 시 2.668wu로 대상 탐색한다. projectile_ruid 49b21aaa1d574ba787149841a31bf1a5를 시전자+h에서 목표+h로 0.35초 동안 이동·Z회전시킨 뒤, 착탄점 반경 0.8wu에서 최대 제한 없음 피해를 판정한다. L1 delay=0s duration=0.9s offset=(0,0.1)wu drift=(0,0)wu/s; L2 delay=0.18s duration=0.75s offset=(0,0.05)wu drift=(0,0)wu/s.","PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_04,m_octopus,s_mon_octopus,"플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 69656381a8e04edcbb8a2c8599567ab3 animationclip/clip delay=0s duration=0.6s scale=0.62 offset=(0,0.02)wu drift=(0,0)wu/s; L2 544b4092b87a41948b74e6645d530b88 animationclip/clip delay=0.1s duration=0.75s scale=0.72 offset=(0,0.05)wu drift=(0,0)wu/s","플레이어는 즉시 시전자 중심 원형 피해 판정 뒤 CAST한다. 몬스터는 축소 반경 판정이 실제 명중한 경우 CAST한다. 지연 레이어는 SpawnLayer 실행 시점의 시전자 좌표를 읽고, 스폰 뒤에는 맵 엔티티로 drift가 적용된다. L1 delay=0s duration=0.6s offset=(0,0.02)wu drift=(0,0)wu/s; L2 delay=0.1s duration=0.75s offset=(0,0.05)wu drift=(0,0)wu/s.","PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_04,m_stirge,s_mon_stirge,런타임 VFX 없음. 보유 효과는 PlayerStats가 적용하며 REFERENCE_VFX는 제작 검수용·자동 반입 금지,CAST 호출 없음. PlayerStats가 보유 수량을 읽어 스탯을 계산한다. REFERENCE_VFX는 제작 검수용이며 runtime_use=false다.,"PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_04,m_jr_wraith,s_mon_jr_wraith,"플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 c4f8dce4ee2745cda0f211514605261b animationclip/clip delay=0s duration=0.62s scale=0.6 offset=(0,0.08)wu drift=(0,0)wu/s; L2 01dbde634dd944e685b45727289bd9b8 animationclip/clip delay=0.12s duration=0.75s scale=0.75 offset=(0,0.05)wu drift=(0,0)wu/s","플레이어는 즉시 시전자 중심 원형 피해 판정 뒤 CAST한다. 몬스터는 축소 반경 판정이 실제 명중한 경우 CAST한다. 지연 레이어는 SpawnLayer 실행 시점의 시전자 좌표를 읽고, 스폰 뒤에는 맵 엔티티로 drift가 적용된다. L1 delay=0s duration=0.62s offset=(0,0.08)wu drift=(0,0)wu/s; L2 delay=0.12s duration=0.75s offset=(0,0.05)wu drift=(0,0)wu/s.","PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_04,m_wraith,s_mon_wraith,런타임 VFX 없음. 보유 효과는 PlayerStats가 적용하며 REFERENCE_VFX는 제작 검수용·자동 반입 금지,CAST 호출 없음. PlayerStats가 보유 수량을 읽어 스탯을 계산한다. REFERENCE_VFX는 제작 검수용이며 runtime_use=false다.,"PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_04,m_shade,s_mon_shade,"플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 c4f8dce4ee2745cda0f211514605261b animationclip/clip delay=0s duration=0.65s scale=1 offset=(0,0.08)wu drift=(0,0)wu/s; L2 544b4092b87a41948b74e6645d530b88 animationclip/clip delay=0.12s duration=0.8s scale=0.9 offset=(0,0.05)wu drift=(0,0)wu/s","플레이어는 즉시 시전자 중심 원형 피해 판정 뒤 CAST한다. 몬스터는 축소 반경 판정이 실제 명중한 경우 CAST한다. 지연 레이어는 SpawnLayer 실행 시점의 시전자 좌표를 읽고, 스폰 뒤에는 맵 엔티티로 drift가 적용된다. L1 delay=0s duration=0.65s offset=(0,0.08)wu drift=(0,0)wu/s; L2 delay=0.12s duration=0.8s offset=(0,0.05)wu drift=(0,0)wu/s.","PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_05,m_ribbon_pig,s_mon_ribbon_pig,"플레이어: 8방향으로 5.5wu를 0.2초 이동하고 계산 도착점에서 피해 판정; 직후 CAST는 서버가 보는 시전자 위치에 부착되어 계산 도착점과 일치가 보장되지 않음. 몬스터: dash_distance 분기 없이 즉시 시전자 중심 원형 판정 후 명중 시 CAST. L1 0207c85c05dd4c4eac12f9ee735d0545 animationclip/clip delay=0s duration=0.52s scale=0.55 offset=(-0.1,-0.05)wu drift=(0,0)wu/s; L2 057c2da13da2492c95cb92db424803db animationclip/clip delay=0.04s duration=0.65s scale=0.58 offset=(0.2,0)wu drift=(0.9,0)wu/s","플레이어는 8방향으로 5.5wu를 0.2초 이동하고 계산 도착점에서 피해를 판정한다. PlayCast는 직후 서버가 보는 시전자 위치를 사용하므로 CAST 위치와 계산 피해점의 일치는 보장되지 않는다. 몬스터는 dash 분기 없이 시전자 중심 원형 판정 후 명중 시 CAST한다. L1 delay=0s duration=0.52s offset=(-0.1,-0.05)wu drift=(0,0)wu/s; L2 delay=0.04s duration=0.65s offset=(0.2,0)wu drift=(0.9,0)wu/s.","PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_05,m_blue_pig,s_mon_blue_pig,런타임 VFX 없음. 보유 효과는 PlayerStats가 적용하며 REFERENCE_VFX는 제작 검수용·자동 반입 금지,CAST 호출 없음. PlayerStats가 보유 수량을 읽어 스탯을 계산한다. REFERENCE_VFX는 제작 검수용이며 runtime_use=false다.,"PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_05,m_starfish,s_mon_starfish,"플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 69656381a8e04edcbb8a2c8599567ab3 animationclip/clip delay=0s duration=0.55s scale=0.55 offset=(0,0)wu drift=(0,0)wu/s; L2 2c12c1e835a04c2a9ec1c5724846a7b6 animationclip/clip delay=0.06s duration=0.68s scale=0.72 offset=(0,0)wu drift=(0,0)wu/s","플레이어는 즉시 시전자 중심 원형 피해 판정 뒤 CAST한다. 몬스터는 축소 반경 판정이 실제 명중한 경우 CAST한다. 지연 레이어는 SpawnLayer 실행 시점의 시전자 좌표를 읽고, 스폰 뒤에는 맵 엔티티로 drift가 적용된다. L1 delay=0s duration=0.55s offset=(0,0)wu drift=(0,0)wu/s; L2 delay=0.06s duration=0.68s offset=(0,0)wu drift=(0,0)wu/s.","PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_05,m_jellyfish,s_mon_jellyfish,런타임 VFX 없음. 보유 효과는 PlayerStats가 적용하며 REFERENCE_VFX는 제작 검수용·자동 반입 금지,CAST 호출 없음. PlayerStats가 보유 수량을 읽어 스탯을 계산한다. REFERENCE_VFX는 제작 검수용이며 runtime_use=false다.,"PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_05,m_king_clang,s_mon_king_clang,"플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 c57b15ccc8dd408b98c627617144d3cd animationclip/clip delay=0s duration=0.64s scale=1.0 offset=(0,0)wu drift=(0,0)wu/s; L2 8394705c13394b78a8b9a38e1313cb22 animationclip/clip delay=0.16s duration=0.78s scale=1.3 offset=(0,0)wu drift=(0,0)wu/s","플레이어는 즉시 시전자 중심 원형 피해 판정 뒤 CAST한다. 몬스터는 축소 반경 판정이 실제 명중한 경우 CAST한다. 지연 레이어는 SpawnLayer 실행 시점의 시전자 좌표를 읽고, 스폰 뒤에는 맵 엔티티로 drift가 적용된다. L1 delay=0s duration=0.64s offset=(0,0)wu drift=(0,0)wu/s; L2 delay=0.16s duration=0.78s offset=(0,0)wu drift=(0,0)wu/s.","PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_07,m_zombie_mushroom,s_mon_zombie_mushroom,런타임 VFX 없음. 보유 효과는 PlayerStats가 적용하며 REFERENCE_VFX는 제작 검수용·자동 반입 금지,CAST 호출 없음. PlayerStats가 보유 수량을 읽어 스탯을 계산한다. REFERENCE_VFX는 제작 검수용이며 runtime_use=false다.,"PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
area_07,m_copper_drake,s_mon_copper_drake,런타임 VFX 없음. 보유 효과는 PlayerStats가 적용하며 REFERENCE_VFX는 제작 검수용·자동 반입 금지,CAST 호출 없음. PlayerStats가 보유 수량을 읽어 스탯을 계산한다. REFERENCE_VFX는 제작 검수용이며 runtime_use=false다.,"PlayerAttack.mlua:277-323,483-504; MonsterAttack.mlua:383-402,450-529; SkillEffect.mlua:55-60,83-117,149-194",documentation/runtime-role contract only; game data/code unchanged
